"","Specificity","Sensitivity","Outcome","Dataset"
"mRNA.X.1.087.1.107.",79.5918367346939,96.9465648854962,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.062.1.087.",79.5918367346939,97.7099236641221,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.044.1.062.",77.5510204081633,96.9465648854962,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.037.1.044.",75.5102040816327,96.9465648854962,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.032.1.037.",73.469387755102,96.1832061068702,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.03.1.032.",73.469387755102,96.9465648854962,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.028.1.03.",71.4285714285714,96.1832061068702,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.025.1.028.",69.3877551020408,96.1832061068702,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.1.01.1.025.",67.3469387755102,96.1832061068702,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9946.1.01.",65.3061224489796,96.1832061068702,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9905.0.9946.",63.265306122449,94.6564885496183,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9822.0.9905.",63.265306122449,95.4198473282443,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.968.0.9822.",63.265306122449,96.1832061068702,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9571.0.968.",61.2244897959184,94.6564885496183,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.948.0.9571.",59.1836734693878,94.6564885496183,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9408.0.948.",57.1428571428571,94.6564885496183,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9345.0.9408.",55.1020408163265,94.6564885496183,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9272.0.9345.",53.0612244897959,93.8931297709924,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9254.0.9272.",53.0612244897959,94.6564885496183,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9236.0.9254.",51.0204081632653,93.8931297709924,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9162.0.9236.",48.9795918367347,93.8931297709924,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9096.0.9162.",46.9387755102041,92.3664122137404,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.908.0.9096.",46.9387755102041,93.1297709923664,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9061.0.908.",46.9387755102041,93.8931297709924,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9049.0.9061.",44.8979591836735,92.3664122137404,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9038.0.9049.",42.8571428571429,92.3664122137404,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.9007.0.9038.",40.8163265306122,90.8396946564885,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8882.0.9007.",40.8163265306122,91.6030534351145,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8776.0.8882.",40.8163265306122,92.3664122137404,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8758.0.8776.",38.7755102040816,90.0763358778626,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8634.0.8758.",38.7755102040816,90.8396946564885,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8501.0.8634.",36.734693877551,88.5496183206107,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8441.0.8501.",36.734693877551,89.3129770992367,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.84.0.8441.",36.734693877551,90.0763358778626,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8386.0.84.",34.6938775510204,87.0229007633588,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8353.0.8386.",34.6938775510204,87.7862595419847,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8324.0.8353.",34.6938775510204,88.5496183206107,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8275.0.8324.",32.6530612244898,86.2595419847328,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.8129.0.8275.",32.6530612244898,87.0229007633588,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7976.0.8129.",30.6122448979592,85.4961832061069,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7905.0.7976.",30.6122448979592,86.2595419847328,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7874.0.7905.",28.5714285714286,85.4961832061069,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7807.0.7874.",26.530612244898,85.4961832061069,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7738.0.7807.",24.4897959183674,80.1526717557252,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.772.0.7738.",24.4897959183674,80.9160305343512,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7683.0.772.",24.4897959183674,81.6793893129771,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7641.0.7683.",24.4897959183674,82.4427480916031,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7555.0.7641.",24.4897959183674,83.206106870229,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7465.0.7555.",24.4897959183674,83.969465648855,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7376.0.7465.",24.4897959183674,84.7328244274809,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7306.0.7376.",24.4897959183674,85.4961832061069,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7302.0.7306.",22.4489795918367,79.3893129770992,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7283.0.7302.",22.4489795918367,80.1526717557252,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7236.0.7283.",20.4081632653061,79.3893129770992,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7202.0.7236.",18.3673469387755,70.2290076335878,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.7192.0.7202.",18.3673469387755,70.9923664122137,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.714.0.7192.",18.3673469387755,71.7557251908397,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.704.0.714.",18.3673469387755,72.5190839694656,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6978.0.704.",18.3673469387755,73.2824427480916,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6937.0.6978.",18.3673469387755,74.0458015267176,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6894.0.6937.",18.3673469387755,74.8091603053435,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6859.0.6894.",18.3673469387755,75.5725190839695,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6807.0.6859.",18.3673469387755,76.3358778625954,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6738.0.6807.",18.3673469387755,77.0992366412214,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6682.0.6738.",18.3673469387755,77.8625954198473,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6662.0.6682.",18.3673469387755,78.6259541984733,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6626.0.6662.",18.3673469387755,79.3893129770992,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6583.0.6626.",16.3265306122449,68.7022900763359,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6546.0.6583.",16.3265306122449,69.4656488549618,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6522.0.6546.",16.3265306122449,70.2290076335878,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6507.0.6522.",14.2857142857143,66.412213740458,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6491.0.6507.",14.2857142857143,67.175572519084,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6442.0.6491.",14.2857142857143,67.9389312977099,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6395.0.6442.",14.2857142857143,68.7022900763359,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.637.0.6395.",12.2448979591837,66.412213740458,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6318.0.637.",10.2040816326531,64.8854961832061,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.627.0.6318.",10.2040816326531,65.6488549618321,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6247.0.627.",10.2040816326531,66.412213740458,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6231.0.6247.",8.1632653061224,61.8320610687023,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6211.0.6231.",8.1632653061224,62.5954198473282,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6178.0.6211.",8.1632653061224,63.3587786259542,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6099.0.6178.",8.1632653061224,64.1221374045801,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.6021.0.6099.",8.1632653061224,64.8854961832061,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5962.0.6021.",6.1224489795918,56.4885496183206,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.592.0.5962.",6.1224489795918,57.2519083969466,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5898.0.592.",6.1224489795918,58.0152671755725,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5868.0.5898.",6.1224489795918,58.7786259541985,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5809.0.5868.",6.1224489795918,59.5419847328244,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5739.0.5809.",6.1224489795918,60.3053435114504,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5667.0.5739.",6.1224489795918,61.0687022900763,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.561.0.5667.",6.1224489795918,61.8320610687023,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5569.0.561.",4.08163265306119,56.4885496183206,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5529.0.5569.",2.0408163265306,51.9083969465649,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5515.0.5529.",2.0408163265306,52.6717557251908,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5474.0.5515.",2.0408163265306,53.4351145038168,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5417.0.5474.",2.0408163265306,54.1984732824428,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5378.0.5417.",2.0408163265306,54.9618320610687,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.536.0.5378.",2.0408163265306,55.7251908396947,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5355.0.536.",2.0408163265306,56.4885496183206,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.533.0.5355.",0,0,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5292.0.533.",0,0.763358778625954,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5218.0.5292.",0,1.52671755725191,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5112.0.5218.",0,2.29007633587786,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5063.0.5112.",0,3.05343511450382,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.5057.0.5063.",0,3.81679389312977,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.505.0.5057.",0,4.58015267175572,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4996.0.505.",0,5.34351145038168,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4924.0.4996.",0,6.10687022900763,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4846.0.4924.",0,6.87022900763359,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4753.0.4846.",0,7.63358778625954,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4713.0.4753.",0,8.3969465648855,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4698.0.4713.",0,9.16030534351145,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4678.0.4698.",0,9.9236641221374,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4604.0.4678.",0,10.6870229007634,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4522.0.4604.",0,11.4503816793893,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4492.0.4522.",0,12.2137404580153,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4461.0.4492.",0,12.9770992366412,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4352.0.4461.",0,13.7404580152672,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4225.0.4352.",0,14.5038167938931,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4182.0.4225.",0,15.2671755725191,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4162.0.4182.",0,16.030534351145,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4099.0.4162.",0,16.793893129771,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.4023.0.4099.",0,17.5572519083969,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3972.0.4023.",0,18.3206106870229,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3926.0.3972.",0,19.0839694656489,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3835.0.3926.",0,19.8473282442748,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.376.0.3835.",0,20.6106870229008,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3718.0.376.",0,21.3740458015267,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3636.0.3718.",0,22.1374045801527,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3538.0.3636.",0,22.9007633587786,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3485.0.3538.",0,23.6641221374046,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3447.0.3485.",0,24.4274809160305,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3366.0.3447.",0,25.1908396946565,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3287.0.3366.",0,25.9541984732824,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3217.0.3287.",0,26.7175572519084,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3161.0.3217.",0,27.4809160305344,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3133.0.3161.",0,28.2442748091603,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3119.0.3133.",0,29.0076335877863,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3102.0.3119.",0,29.7709923664122,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.3056.0.3102.",0,30.5343511450382,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2964.0.3056.",0,31.2977099236641,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2871.0.2964.",0,32.0610687022901,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2766.0.2871.",0,32.824427480916,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2692.0.2766.",0,33.587786259542,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2638.0.2692.",0,34.3511450381679,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2524.0.2638.",0,35.1145038167939,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2379.0.2524.",0,35.8778625954198,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.225.0.2379.",0,36.6412213740458,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2142.0.225.",0,37.4045801526718,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2068.0.2142.",0,38.1679389312977,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.2027.0.2068.",0,38.9312977099237,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.1928.0.2027.",0,39.6946564885496,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.1837.0.1928.",0,40.4580152671756,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.1817.0.1837.",0,41.2213740458015,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.1811.0.1817.",0,41.9847328244275,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.1353.0.1811.",0,42.7480916030534,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.08079.0.1353.",0,43.5114503816794,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.07018.0.08079.",0,44.2748091603053,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.06823.0.07018.",0,45.0381679389313,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.06537.0.06823.",0,45.8015267175572,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.05426.0.06537.",0,46.5648854961832,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.0.01319.0.05426.",0,47.3282442748092,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X..0.02165.0.01319.",0,48.0916030534351,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X..0.0561..0.02165.",0,48.8549618320611,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X..0.1013..0.0561.",0,49.618320610687,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X..0.2435..0.1013.",0,50.381679389313,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X..Inf..0.2435.",0,51.1450381679389,"Luminal B vs Other(s): 0.8766","mRNA"
"mRNA.X.3",0,51.9083969465649,"Luminal B vs Other(s): 0.8766","mRNA"
